Dataset,Missingness Ratio,Mechanism,Iteration,Impute,ROC-AUC Score,precision,recall,sensitivity,specificity,ppv,npv,f1
pima_indians_diabetes,0.2,MCAR,1,semi-global,0.74040404,0.537313433,0.654545455,0.654545455,0.686868687,0.537313433,0.781609195,0.590163934
pima_indians_diabetes,0.2,MCAR,2,semi-global,0.719100092,0.5,0.745454545,0.745454545,0.585858586,0.5,0.805555556,0.598540146
pima_indians_diabetes,0.2,MCAR,3,semi-global,0.736363636,0.594202899,0.745454545,0.745454545,0.717171717,0.594202899,0.835294118,0.661290323
pima_indians_diabetes,0.2,MCAR,4,semi-global,0.780716253,0.580246914,0.854545455,0.854545455,0.656565657,0.580246914,0.890410959,0.691176471
pima_indians_diabetes,0.2,MCAR,5,semi-global,0.736547291,0.535211268,0.690909091,0.690909091,0.666666667,0.535211268,0.795180723,0.603174603
pima_indians_diabetes,0.2,MCAR,6,semi-global,0.791000918,0.577464789,0.745454545,0.745454545,0.696969697,0.577464789,0.831325301,0.650793651
pima_indians_diabetes,0.2,MCAR,7,semi-global,0.6640955,0.5,0.654545455,0.654545455,0.636363636,0.5,0.768292683,0.566929134
pima_indians_diabetes,0.2,MCAR,8,semi-global,0.824977043,0.607142857,0.927272727,0.927272727,0.666666667,0.607142857,0.942857143,0.73381295
pima_indians_diabetes,0.2,MCAR,9,semi-global,0.798989899,0.5625,0.818181818,0.818181818,0.646464646,0.5625,0.864864865,0.666666667
pima_indians_diabetes,0.2,MCAR,10,semi-global,0.710192837,0.514285714,0.654545455,0.654545455,0.656565657,0.514285714,0.773809524,0.576
pima_indians_diabetes,0.2,MAR,1,semi-global,0.822405877,0.925,0.672727273,0.672727273,0.96969697,0.925,0.842105263,0.778947368
pima_indians_diabetes,0.2,MAR,2,semi-global,0.919100092,0.793650794,0.909090909,0.909090909,0.868686869,0.793650794,0.945054945,0.847457627
pima_indians_diabetes,0.2,MAR,3,semi-global,0.943526171,0.841269841,0.963636364,0.963636364,0.898989899,0.841269841,0.978021978,0.898305085
pima_indians_diabetes,0.2,MAR,4,semi-global,0.949035813,0.879310345,0.927272727,0.927272727,0.929292929,0.879310345,0.958333333,0.902654867
pima_indians_diabetes,0.2,MAR,5,semi-global,0.994214876,0.963636364,0.963636364,0.963636364,0.97979798,0.963636364,0.97979798,0.963636364
pima_indians_diabetes,0.2,MAR,6,semi-global,0.953443526,0.847457627,0.909090909,0.909090909,0.909090909,0.847457627,0.947368421,0.877192982
pima_indians_diabetes,0.2,MAR,7,semi-global,0.909182736,0.742857143,0.945454545,0.945454545,0.818181818,0.742857143,0.964285714,0.832
pima_indians_diabetes,0.2,MAR,8,semi-global,0.993204775,0.962962963,0.945454545,0.945454545,0.97979798,0.962962963,0.97,0.95412844
pima_indians_diabetes,0.2,MAR,9,semi-global,0.917630854,0.76056338,0.981818182,0.981818182,0.828282828,0.76056338,0.987951807,0.857142857
pima_indians_diabetes,0.2,MAR,10,semi-global,0.961891644,0.907407407,0.890909091,0.890909091,0.949494949,0.907407407,0.94,0.899082569
pima_indians_diabetes,0.2,MNAR,1,semi-global,0.799357208,0.602564103,0.854545455,0.854545455,0.686868687,0.602564103,0.894736842,0.706766917
pima_indians_diabetes,0.2,MNAR,2,semi-global,0.69338843,0.5,0.654545455,0.654545455,0.636363636,0.5,0.768292683,0.566929134
pima_indians_diabetes,0.2,MNAR,3,semi-global,0.745913682,0.521126761,0.672727273,0.672727273,0.656565657,0.521126761,0.78313253,0.587301587
pima_indians_diabetes,0.2,MNAR,4,semi-global,0.702203857,0.4875,0.709090909,0.709090909,0.585858586,0.4875,0.783783784,0.577777778
pima_indians_diabetes,0.2,MNAR,5,semi-global,0.792286501,0.567567568,0.763636364,0.763636364,0.676767677,0.567567568,0.8375,0.651162791
pima_indians_diabetes,0.2,MNAR,6,semi-global,0.84912764,0.638554217,0.963636364,0.963636364,0.696969697,0.638554217,0.971830986,0.768115942
pima_indians_diabetes,0.2,MNAR,7,semi-global,0.770615243,0.567567568,0.763636364,0.763636364,0.676767677,0.567567568,0.8375,0.651162791
pima_indians_diabetes,0.2,MNAR,8,semi-global,0.687419651,0.520547945,0.690909091,0.690909091,0.646464646,0.520547945,0.790123457,0.59375
pima_indians_diabetes,0.2,MNAR,9,semi-global,0.768686869,0.558441558,0.781818182,0.781818182,0.656565657,0.558441558,0.844155844,0.651515152
pima_indians_diabetes,0.2,MNAR,10,semi-global,0.757943067,0.602739726,0.8,0.8,0.707070707,0.602739726,0.864197531,0.6875
pima_indians_diabetes,0.3,MCAR,1,semi-global,0.646556474,0.485714286,0.618181818,0.618181818,0.636363636,0.485714286,0.75,0.544
pima_indians_diabetes,0.3,MCAR,2,semi-global,0.720661157,0.571428571,0.581818182,0.581818182,0.757575758,0.571428571,0.765306122,0.576576577
pima_indians_diabetes,0.3,MCAR,3,semi-global,0.730211203,0.493333333,0.672727273,0.672727273,0.616161616,0.493333333,0.772151899,0.569230769
pima_indians_diabetes,0.3,MCAR,4,semi-global,0.757208448,0.517241379,0.818181818,0.818181818,0.575757576,0.517241379,0.850746269,0.633802817
pima_indians_diabetes,0.3,MCAR,5,semi-global,0.749586777,0.528571429,0.672727273,0.672727273,0.666666667,0.528571429,0.785714286,0.592
pima_indians_diabetes,0.3,MCAR,6,semi-global,0.713957759,0.480519481,0.672727273,0.672727273,0.595959596,0.480519481,0.766233766,0.560606061
pima_indians_diabetes,0.3,MCAR,7,semi-global,0.722956841,0.50617284,0.745454545,0.745454545,0.595959596,0.50617284,0.808219178,0.602941176
pima_indians_diabetes,0.3,MCAR,8,semi-global,0.72369146,0.493975904,0.745454545,0.745454545,0.575757576,0.493975904,0.802816901,0.594202899
pima_indians_diabetes,0.3,MCAR,9,semi-global,0.744628099,0.517647059,0.8,0.8,0.585858586,0.517647059,0.84057971,0.628571429
pima_indians_diabetes,0.3,MCAR,10,semi-global,0.652066116,0.449275362,0.563636364,0.563636364,0.616161616,0.449275362,0.717647059,0.5
pima_indians_diabetes,0.3,MAR,1,semi-global,0.924609734,0.9,0.818181818,0.818181818,0.949494949,0.9,0.903846154,0.857142857
pima_indians_diabetes,0.3,MAR,2,semi-global,0.930853994,0.790322581,0.890909091,0.890909091,0.868686869,0.790322581,0.934782609,0.837606838
pima_indians_diabetes,0.3,MAR,3,semi-global,0.855004591,0.625,0.909090909,0.909090909,0.696969697,0.625,0.932432432,0.740740741
pima_indians_diabetes,0.3,MAR,4,semi-global,0.857943067,0.641791045,0.781818182,0.781818182,0.757575758,0.641791045,0.862068966,0.704918033
pima_indians_diabetes,0.3,MAR,5,semi-global,0.864554637,0.689189189,0.927272727,0.927272727,0.767676768,0.689189189,0.95,0.790697674
pima_indians_diabetes,0.3,MAR,6,semi-global,0.872359963,0.714285714,0.909090909,0.909090909,0.797979798,0.714285714,0.94047619,0.8
pima_indians_diabetes,0.3,MAR,7,semi-global,0.859044995,0.64556962,0.927272727,0.927272727,0.717171717,0.64556962,0.946666667,0.76119403
pima_indians_diabetes,0.3,MAR,8,semi-global,0.892929293,0.76119403,0.927272727,0.927272727,0.838383838,0.76119403,0.954022989,0.836065574
pima_indians_diabetes,0.3,MAR,9,semi-global,0.931037649,0.892857143,0.909090909,0.909090909,0.939393939,0.892857143,0.948979592,0.900900901
pima_indians_diabetes,0.3,MAR,10,semi-global,0.884573003,0.763636364,0.763636364,0.763636364,0.868686869,0.763636364,0.868686869,0.763636364
pima_indians_diabetes,0.3,MNAR,1,semi-global,0.685766758,0.487179487,0.690909091,0.690909091,0.595959596,0.487179487,0.776315789,0.571428571
pima_indians_diabetes,0.3,MNAR,2,semi-global,0.728650138,0.53030303,0.636363636,0.636363636,0.686868687,0.53030303,0.772727273,0.578512397
pima_indians_diabetes,0.3,MNAR,3,semi-global,0.698714417,0.52,0.709090909,0.709090909,0.636363636,0.52,0.797468354,0.6
pima_indians_diabetes,0.3,MNAR,4,semi-global,0.647566575,0.44047619,0.672727273,0.672727273,0.525252525,0.44047619,0.742857143,0.532374101
pima_indians_diabetes,0.3,MNAR,5,semi-global,0.673461892,0.484848485,0.581818182,0.581818182,0.656565657,0.484848485,0.738636364,0.52892562
pima_indians_diabetes,0.3,MNAR,6,semi-global,0.671349862,0.461538462,0.654545455,0.654545455,0.575757576,0.461538462,0.75,0.541353383
pima_indians_diabetes,0.3,MNAR,7,semi-global,0.647107438,0.542372881,0.581818182,0.581818182,0.727272727,0.542372881,0.757894737,0.561403509
pima_indians_diabetes,0.3,MNAR,8,semi-global,0.647842057,0.478873239,0.618181818,0.618181818,0.626262626,0.478873239,0.746987952,0.53968254
pima_indians_diabetes,0.3,MNAR,9,semi-global,0.743434343,0.535211268,0.690909091,0.690909091,0.666666667,0.535211268,0.795180723,0.603174603
pima_indians_diabetes,0.3,MNAR,10,semi-global,0.724609734,0.52,0.709090909,0.709090909,0.636363636,0.52,0.797468354,0.6
breast_cancer,0.1,MCAR,1,local,1,1,1,0.783470699,0.988653562,1,1,0.848511264
breast_cancer,0.1,MCAR,2,local,0.911943583,1,0.786316954,1,1,0.904698454,1,0.825516859
breast_cancer,0.1,MCAR,3,local,1,1,1,1,1,1,1,0.824499078
breast_cancer,0.1,MCAR,4,local,1,1,0.798671518,0.768115694,0.980156046,0.886985171,1,1
breast_cancer,0.1,MCAR,5,local,1,0.902417213,1,1,1,1,1,1
breast_cancer,0.1,MCAR,6,local,1,1,1,1,0.953879514,1,0.924777716,0.841089062
breast_cancer,0.1,MCAR,7,local,1,1,1,0.797322968,0.981108114,0.896262911,1,1
breast_cancer,0.1,MCAR,8,local,0.893186546,1,1,1,1,1,1,1
breast_cancer,0.1,MCAR,9,local,1,1,0.796186627,0.788227573,0.951562629,0.885376659,1,1
breast_cancer,0.1,MCAR,10,local,0.888389246,0.91226135,0.776475029,0.771542936,0.954614557,0.894573901,0.910683455,1
breast_cancer,0.1,MAR,1,local,0.882387693,1,0.768416295,0.784803133,0.973203017,1,0.938435609,0.849934547
breast_cancer,0.1,MAR,2,local,1,1,1,1,1,1,1,1
breast_cancer,0.1,MAR,3,local,0.916862362,0.915325878,1,0.803314718,0.985918443,0.914642916,1,1
breast_cancer,0.1,MAR,4,local,0.879627373,0.910762077,1,1,0.956375492,1,1,0.844811317
breast_cancer,0.1,MAR,5,local,1,0.887880704,1,1,1,1,1,1
breast_cancer,0.1,MAR,6,local,0.999836227,0.986111111,1,1,0.976744186,0.986111111,0.94734185,0.993006993
breast_cancer,0.1,MAR,7,local,1,1,1,1,1,1,1,1
breast_cancer,0.1,MAR,8,local,1,1,1,1,1,1,1,1
breast_cancer,0.1,MAR,9,local,0.88314932,0.896273942,1,1,0.992520317,1,1,1
breast_cancer,0.1,MAR,10,local,1,1,1,1,0.970486729,1,0.920080478,1
breast_cancer,0.1,MNAR,1,local,1,1,0.778409286,1,1,1,1,1
breast_cancer,0.1,MNAR,2,local,1,1,0.759601512,1,0.986810322,1,1,1
breast_cancer,0.1,MNAR,3,local,1,1,0.800127141,1,0.950064403,1,1,1
breast_cancer,0.1,MNAR,4,local,1,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.1,MNAR,5,local,0.878656189,1,1,1,1,1,1,1
breast_cancer,0.1,MNAR,6,local,1,1,1,1,0.991402272,1,1,1
breast_cancer,0.1,MNAR,7,local,0.917044682,0.891723359,1,1,1,1,1,0.835595845
breast_cancer,0.1,MNAR,8,local,1,1,1,0.780204185,1,1,0.911097953,1
breast_cancer,0.1,MNAR,9,local,1,1,0.792894232,1,1,1,1,1
breast_cancer,0.1,MNAR,10,local,1,1,1,1,1,1,1,1
breast_cancer,0.2,MCAR,1,local,0.914164544,1,1,1,0.977641666,1,1,1
breast_cancer,0.2,MCAR,2,local,1,1,1,1,1,1,1,0.831041233
breast_cancer,0.2,MCAR,3,local,1,1,1,1,1,0.92063225,1,1
breast_cancer,0.2,MCAR,4,local,0.880155146,1,1,0.783738915,0.971756696,1,1,0.832400232
breast_cancer,0.2,MCAR,5,local,0.910777848,1,1,1,1,1,0.924042817,0.844405824
breast_cancer,0.2,MCAR,6,local,1,0.88707703,1,0.792099693,1,1,1,1
breast_cancer,0.2,MCAR,7,local,1,1,1,1,1,1,0.934168469,1
breast_cancer,0.2,MCAR,8,local,1,0.905868006,1,0.802963171,0.986688657,1,1,0.848196466
breast_cancer,0.2,MCAR,9,local,0.896044467,1,0.798533282,1,0.951041842,1,1,0.832005349
breast_cancer,0.2,MCAR,10,local,0.876944013,1,1,1,0.963715406,1,1,0.813027895
breast_cancer,0.2,MAR,1,local,1,1,1,1,0.959571256,1,1,1
breast_cancer,0.2,MAR,2,local,1,1,1,1,1,0.890471697,1,1
breast_cancer,0.2,MAR,3,local,1,0.922154132,1,1,1,0.933274615,0.916049742,1
breast_cancer,0.2,MAR,4,local,1,1,1,1,1,1,1,0.842989866
breast_cancer,0.2,MAR,5,local,1,1,0.789527045,1,0.979074319,1,1,1
breast_cancer,0.2,MAR,6,local,1,0.886298859,1,1,1,1,0.924521485,1
breast_cancer,0.2,MAR,7,local,1,1,0.795909043,0.774606674,1,1,1,1
breast_cancer,0.2,MAR,8,local,1,1,1,1,1,1,1,1
breast_cancer,0.2,MAR,9,local,0.912454081,1,1,1,1,0.91969257,1,1
breast_cancer,0.2,MAR,10,local,1,0.986111111,1,0.804406291,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.2,MNAR,1,local,0.913620067,1,1,1,1,1,0.945009064,0.831827981
breast_cancer,0.2,MNAR,2,local,1,1,1,1,0.989550569,0.897641181,1,1
breast_cancer,0.2,MNAR,3,local,1,1,1,1,1,0.91125338,1,1
breast_cancer,0.2,MNAR,4,local,0.916885973,1,1,0.766853317,0.974804142,1,1,1
breast_cancer,0.2,MNAR,5,local,1,1,1,1,1,1,1,1
breast_cancer,0.2,MNAR,6,local,0.901905661,1,0.985915493,0.985915493,1,0.903566299,0.977272727,0.992907801
breast_cancer,0.2,MNAR,7,local,1,0.88640038,0.796769614,1,0.973483555,0.908878943,1,0.839954837
breast_cancer,0.2,MNAR,8,local,1,0.886354648,1,0.797026365,1,1,1,0.831206814
breast_cancer,0.2,MNAR,9,local,1,1,1,1,1,0.915390439,1,1
breast_cancer,0.2,MNAR,10,local,0.891843275,0.92585634,1,0.798864464,1,1,1,0.813779393
breast_cancer,0.3,MCAR,1,local,1,1,0.804090929,1,1,1,1,1
breast_cancer,0.3,MCAR,2,local,1,1,1,0.79501704,1,0.903023126,1,1
breast_cancer,0.3,MCAR,3,local,0.922016387,1,1,1,1,1,1,1
breast_cancer,0.3,MCAR,4,local,1,1,1,1,0.973455709,0.926012624,1,1
breast_cancer,0.3,MCAR,5,local,0.920172523,0.886462669,1,1,0.953961888,0.93134462,1,1
breast_cancer,0.3,MCAR,6,local,1,1,1,1,0.975143541,1,0.912351167,1
breast_cancer,0.3,MCAR,7,local,1,1,1,0.761331123,1,1,1,1
breast_cancer,0.3,MCAR,8,local,1,0.932386354,1,1,1,1,0.924206218,1
breast_cancer,0.3,MCAR,9,local,0.882867374,0.921767267,0.985915493,0.985915493,1,0.933540714,0.977272727,0.992907801
breast_cancer,0.3,MCAR,10,local,1,0.917725626,0.781146919,1,0.986917201,1,0.939918406,1
breast_cancer,0.3,MAR,1,local,1,1,1,1,0.985967738,1,1,0.832454842
breast_cancer,0.3,MAR,2,local,1,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.3,MAR,3,local,0.896934645,0.917411564,0.787473169,1,1,1,1,1
breast_cancer,0.3,MAR,4,local,0.999836227,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.3,MAR,5,local,0.92077712,0.909037978,0.78787825,1,0.981000785,1,1,1
breast_cancer,0.3,MAR,6,local,1,1,0.76506193,1,1,1,1,1
breast_cancer,0.3,MAR,7,local,0.910976936,1,1,1,1,0.928365553,1,1
breast_cancer,0.3,MAR,8,local,0.999836227,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.3,MAR,9,local,0.898720165,1,1,1,1,1,0.938358116,1
breast_cancer,0.3,MAR,10,local,0.899720857,0.928665044,1,0.805805277,1,0.888745641,1,1
breast_cancer,0.3,MNAR,1,local,1,1,0.985915493,0.985915493,0.975880135,0.926686247,0.977272727,0.992907801
breast_cancer,0.3,MNAR,2,local,0.999836227,0.88905012,0.985915493,0.985915493,0.946856286,1,0.977272727,0.992907801
breast_cancer,0.3,MNAR,3,local,0.88734846,0.986111111,1,1,0.976744186,0.986111111,1,0.993006993
breast_cancer,0.3,MNAR,4,local,1,0.890621286,1,1,1,1,0.902173266,1
breast_cancer,0.3,MNAR,5,local,1,1,0.985915493,0.985915493,1,1,0.977272727,0.992907801
breast_cancer,0.3,MNAR,6,local,1,0.921444645,1,0.783158502,1,1,1,1
breast_cancer,0.3,MNAR,7,local,1,0.894034797,0.761553882,0.778370705,1,1,0.919910735,1
breast_cancer,0.3,MNAR,8,local,0.886850551,1,1,1,1,1,1,0.823717189
breast_cancer,0.3,MNAR,9,local,1,0.911850572,0.76359369,1,1,1,1,1
breast_cancer,0.3,MNAR,10,local,1,0.934873838,1,1,1,1,1,1
open_ml_breast_cancer,0.1,MCAR,1,local,0.99713056,0.888709304,0.882352941,0.882352941,0.952459726,0.911505633,0.953488372,0.9375
open_ml_breast_cancer,0.1,MCAR,2,local,0.921271674,0.925041467,1,1,0.993072292,1,0.916449507,1
open_ml_breast_cancer,0.1,MCAR,3,local,0.894046821,1,1,1,1,1,1,1
open_ml_breast_cancer,0.1,MCAR,4,local,1,0.926432863,0.941176471,0.941176471,0.995580193,1,0.976190476,0.96969697
open_ml_breast_cancer,0.1,MCAR,5,local,1,1,1,1,1,1,1,0.842997018
open_ml_breast_cancer,0.1,MCAR,6,local,1,0.91610724,1,1,0.956504518,1,1,0.806718804
open_ml_breast_cancer,0.1,MCAR,7,local,0.889403667,1,0.781706359,1,1,1,1,1
open_ml_breast_cancer,0.1,MCAR,8,local,0.890563236,0.896688188,0.782596622,1,1,1,1,1
open_ml_breast_cancer,0.1,MCAR,9,local,1,1,1,0.805786396,1,0.909346704,0.926770245,1
open_ml_breast_cancer,0.1,MCAR,10,local,0.917246443,1,1,1,1,0.931651505,1,0.832938693
open_ml_breast_cancer,0.1,MAR,1,local,0.99928264,0.934886896,0.941176471,0.941176471,1,0.932425449,0.976190476,0.96969697
open_ml_breast_cancer,0.1,MAR,2,local,0.99784792,0.910481635,0.941176471,0.941176471,1,0.900969603,0.976190476,0.96969697
open_ml_breast_cancer,0.1,MAR,3,local,0.99856528,0.896908055,0.941176471,0.941176471,1,1,0.976190476,0.96969697
open_ml_breast_cancer,0.1,MAR,4,local,0.901163603,1,1,1,1,1,1,0.822678424
open_ml_breast_cancer,0.1,MAR,5,local,1,1,0.941176471,0.941176471,0.959408307,1,0.976190476,0.96969697
open_ml_breast_cancer,0.1,MAR,6,local,0.918860583,1,0.941176471,0.941176471,1,1,0.976190476,0.96969697
open_ml_breast_cancer,0.1,MAR,7,local,1,1,1,1,1,1,0.93875928,1
open_ml_breast_cancer,0.1,MAR,8,local,0.99713056,0.944444444,0.763599712,1,0.975609756,0.944444444,1,0.971428571
open_ml_breast_cancer,0.1,MAR,9,local,0.99928264,0.922021439,0.941176471,0.941176471,1,1,0.976190476,0.96969697
open_ml_breast_cancer,0.1,MAR,10,local,1,1,1,0.759672546,1,0.905966155,1,1
open_ml_breast_cancer,0.1,MNAR,1,local,0.881304248,1,0.941176471,0.941176471,0.983326284,1,0.976190476,0.96969697
open_ml_breast_cancer,0.1,MNAR,2,local,0.994261119,0.905817271,0.941176471,0.941176471,0.955982653,0.924149955,0.976190476,0.96969697
open_ml_breast_cancer,0.1,MNAR,3,local,0.922849124,1,1,0.777182422,0.976533481,1,1,1
open_ml_breast_cancer,0.1,MNAR,4,local,0.916954821,1,1,0.802609136,1,0.892737284,0.927478673,1
open_ml_breast_cancer,0.1,MNAR,5,local,0.885039962,1,1,0.785347922,1,1,1,1
open_ml_breast_cancer,0.1,MNAR,6,local,0.918628796,1,1,1,1,1,0.897979487,1
open_ml_breast_cancer,0.1,MNAR,7,local,0.885965349,0.909064774,1,1,1,0.888609143,1,0.825512624
open_ml_breast_cancer,0.1,MNAR,8,local,0.901281947,1,0.796343313,0.781454048,0.969755902,1,1,0.827853831
open_ml_breast_cancer,0.1,MNAR,9,local,0.890461854,1,1,0.759555242,1,1,0.919636106,1
open_ml_breast_cancer,0.1,MNAR,10,local,0.921779481,0.914243639,0.802799351,0.779215582,0.967062951,0.919044193,1,0.812546265
open_ml_breast_cancer,0.2,MCAR,1,local,1,1,0.941176471,0.941176471,1,1,0.976190476,0.96969697
open_ml_breast_cancer,0.2,MCAR,2,local,1,1,1,1,0.981559928,0.895597277,1,0.836225422
open_ml_breast_cancer,0.2,MCAR,3,local,1,1,0.775657187,1,1,1,1,0.807631248
open_ml_breast_cancer,0.2,MCAR,4,local,1,1,1,0.799794879,1,0.9326668,0.89886122,0.846611066
open_ml_breast_cancer,0.2,MCAR,5,local,1,0.917216519,0.762940336,0.782204745,1,0.885610074,0.947060782,1
open_ml_breast_cancer,0.2,MCAR,6,local,0.910661742,0.925021603,1,1,0.949725833,1,1,1
open_ml_breast_cancer,0.2,MCAR,7,local,1,0.917341926,0.800431613,1,0.950014173,0.905319006,0.904513852,0.835180253
open_ml_breast_cancer,0.2,MCAR,8,local,1,1,0.762335389,1,0.952104678,1,1,0.817332335
open_ml_breast_cancer,0.2,MCAR,9,local,0.994978479,1,0.882352941,0.882352941,1,1,0.953488372,0.9375
open_ml_breast_cancer,0.2,MCAR,10,local,0.873703439,1,1,1,0.98157484,1,1,1
open_ml_breast_cancer,0.2,MAR,1,local,1,0.915619912,0.768031189,1,1,0.926302494,1,1
open_ml_breast_cancer,0.2,MAR,2,local,0.99784792,0.8957429,0.941176471,0.941176471,0.995401534,0.929805111,0.976190476,0.96969697
open_ml_breast_cancer,0.2,MAR,3,local,0.895309058,1,0.882352941,0.882352941,0.947138658,1,0.953488372,0.9375
open_ml_breast_cancer,0.2,MAR,4,local,0.99928264,1,0.941176471,0.941176471,1,0.902290635,0.976190476,0.96969697
open_ml_breast_cancer,0.2,MAR,5,local,0.920030915,0.885688664,0.79282144,1,1,1,0.923208526,1
open_ml_breast_cancer,0.2,MAR,6,local,0.99713056,1,0.882352941,0.882352941,1,1,0.953488372,0.9375
open_ml_breast_cancer,0.2,MAR,7,local,0.99856528,1,0.882352941,0.882352941,1,1,0.953488372,0.9375
open_ml_breast_cancer,0.2,MAR,8,local,1,1,1,0.799483049,1,1,1,0.84121589
open_ml_breast_cancer,0.2,MAR,9,local,0.99713056,0.941176471,0.941176471,0.941176471,0.975609756,0.941176471,0.975609756,0.941176471
open_ml_breast_cancer,0.2,MAR,10,local,1,1,0.789199155,0.783257331,0.970521842,1,1,1
open_ml_breast_cancer,0.2,MNAR,1,local,1,1,1,1,1,0.915599133,0.925696042,0.824646812
open_ml_breast_cancer,0.2,MNAR,2,local,1,0.912784055,0.941176471,0.941176471,0.968745745,0.897213146,0.976190476,0.96969697
open_ml_breast_cancer,0.2,MNAR,3,local,0.996413199,0.941176471,0.941176471,0.941176471,0.975609756,0.941176471,0.975609756,0.941176471
open_ml_breast_cancer,0.2,MNAR,4,local,0.910443527,1,1,0.778116523,1,0.909261247,0.944206887,1
open_ml_breast_cancer,0.2,MNAR,5,local,1,0.907439814,1,1,1,0.928072736,1,1
open_ml_breast_cancer,0.2,MNAR,6,local,0.99928264,1,0.941176471,0.941176471,1,1,0.976190476,0.96969697
open_ml_breast_cancer,0.2,MNAR,7,local,0.99856528,1,0.941176471,0.941176471,0.972578543,0.926438499,0.976190476,0.96969697
open_ml_breast_cancer,0.2,MNAR,8,local,1,1,0.941176471,0.941176471,1,1,0.976190476,0.96969697
open_ml_breast_cancer,0.2,MNAR,9,local,0.99784792,0.921119771,0.941176471,0.941176471,1,1,0.976190476,0.96969697
open_ml_breast_cancer,0.2,MNAR,10,local,0.99784792,0.907878772,0.941176471,0.941176471,0.951072463,1,0.976190476,0.96969697
open_ml_breast_cancer,0.3,MCAR,1,local,0.885574855,0.944444444,1,0.80660293,0.975609756,0.944444444,0.910414281,0.971428571
open_ml_breast_cancer,0.3,MCAR,2,local,0.99928264,0.944444444,1,0.793438825,0.975609756,0.944444444,0.934104354,0.971428571
open_ml_breast_cancer,0.3,MCAR,3,local,1,1,1,1,0.981519382,0.915464194,1,1
open_ml_breast_cancer,0.3,MCAR,4,local,1,0.92713647,1,0.792455348,0.975540622,0.920551889,1,1
open_ml_breast_cancer,0.3,MCAR,5,local,0.99928264,1,0.941176471,0.941176471,1,1,0.976190476,0.96969697
open_ml_breast_cancer,0.3,MCAR,6,local,1,0.906276405,1,1,1,0.891101525,1,1
open_ml_breast_cancer,0.3,MCAR,7,local,0.99784792,1,0.941176471,0.941176471,1,0.928246308,0.976190476,0.96969697
open_ml_breast_cancer,0.3,MCAR,8,local,0.994261119,1,0.941176471,0.941176471,1,0.927847156,0.976190476,0.96969697
open_ml_breast_cancer,0.3,MCAR,9,local,0.8822717,1,0.758773239,0.796103528,1,1,0.940460665,1
open_ml_breast_cancer,0.3,MCAR,10,local,1,1,1,1,1,0.890410105,1,1
open_ml_breast_cancer,0.3,MAR,1,local,0.992826399,0.941176471,0.941176471,0.941176471,0.975609756,0.941176471,0.975609756,0.941176471
open_ml_breast_cancer,0.3,MAR,2,local,0.993543759,0.894736842,1,1,0.951219512,0.894736842,1,0.944444444
open_ml_breast_cancer,0.3,MAR,3,local,1,1,0.778122237,1,0.990865715,0.911749749,1,1
open_ml_breast_cancer,0.3,MAR,4,local,0.905592758,1,1,0.804630929,0.989383307,1,0.932487762,1
open_ml_breast_cancer,0.3,MAR,5,local,1,0.925156874,0.799963006,1,1,0.906830589,1,0.841625731
open_ml_breast_cancer,0.3,MAR,6,local,0.996413199,1,0.941176471,0.941176471,1,1,0.976190476,0.96969697
open_ml_breast_cancer,0.3,MAR,7,local,1,0.914181301,0.766838122,0.766068753,0.959254608,1,1,1
open_ml_breast_cancer,0.3,MAR,8,local,1,1,0.941176471,0.941176471,0.968844643,0.902896548,0.976190476,0.96969697
open_ml_breast_cancer,0.3,MAR,9,local,0.916888964,1,0.941176471,0.941176471,1,0.906745272,0.976190476,0.96969697
open_ml_breast_cancer,0.3,MAR,10,local,1,1,0.941176471,0.941176471,0.968930144,1,0.976190476,0.96969697
open_ml_breast_cancer,0.3,MNAR,1,local,0.99928264,0.913510212,0.941176471,0.941176471,1,1,0.976190476,0.96969697
open_ml_breast_cancer,0.3,MNAR,2,local,1,1,0.779843125,1,1,0.92023238,0.946164416,1
open_ml_breast_cancer,0.3,MNAR,3,local,0.99928264,0.91550535,0.941176471,0.941176471,1,0.906308061,0.976190476,0.96969697
open_ml_breast_cancer,0.3,MNAR,4,local,0.99713056,0.941176471,0.941176471,0.941176471,0.975609756,0.941176471,0.975609756,0.941176471
open_ml_breast_cancer,0.3,MNAR,5,local,1,1,0.941176471,0.941176471,1,0.916922361,0.976190476,0.96969697
open_ml_breast_cancer,0.3,MNAR,6,local,1,1,1,1,1,1,1,1
open_ml_breast_cancer,0.3,MNAR,7,local,0.99928264,1,0.941176471,0.941176471,1,1,0.976190476,0.96969697
open_ml_breast_cancer,0.3,MNAR,8,local,1,1,1,1,0.979722908,0.904794155,1,1
open_ml_breast_cancer,0.3,MNAR,9,local,1,0.90707599,1,0.775170803,0.983712555,1,0.907571623,0.846664329
open_ml_breast_cancer,0.3,MNAR,10,local,0.99928264,0.944444444,0.786387235,1,0.975609756,0.944444444,1,0.971428571
pima_indians_diabetes,0.1,MCAR,1,local,0.999816345,0.917527644,0.981818182,0.981818182,1,1,0.99,0.990825688
